baselinefs,initialfs,steadyfs,contrasts,ISIhist,ISIbins,spikeISI
152.40529700280487,17.69652174850888,64.89732502058101,-0.5,0.0,0.2,0.9308250000000001
153.28007968221684,16.263924092255298,68.25337823339964,-0.47435897435897434,0.0,0.4,8.042328
153.27188164771474,18.681261716160215,73.90566661255318,-0.44871794871794873,0.0,0.6000000000000001,3.946697999999999
153.662777791169,17.40578894315145,77.0530573546631,-0.4230769230769231,0.0,0.8,4.058397
152.8681525305262,20.442599873396322,82.32502043130968,-0.39743589743589747,39.0,1.0,3.909464999999998
153.67506294823906,19.493526264187707,86.4606213531336,-0.3717948717948718,172.0,1.2000000000000002,5.100921000000001
152.80481975644912,21.419538965237376,90.62480753545273,-0.34615384615384615,3.0,1.4000000000000001,4.989222000000003
153.11438239816906,23.444978416340664,95.64112842962638,-0.3205128205128205,0.0,1.6,5.063688
153.2741399153493,25.65223953434966,100.42182169193785,-0.2948717948717949,0.0,1.8,4.914755999999996
152.06802758204879,30.410475377244957,105.53931967806078,-0.2692307692307693,34.0,2.0,4.989221999999998
154.88937291507963,31.54940287954828,111.28179616045288,-0.2435897435897436,90.0,2.2,3.9839310000000054
154.22279189486912,33.83443606069489,115.14348172563608,-0.21794871794871795,1.0,2.4000000000000004,5.994513000000001
153.7888352569314,34.85680694156189,119.00848405057894,-0.1923076923076923,0.0,2.6,1.9733489999999996
154.5991619559128,38.67619901074908,124.34446295004058,-0.16666666666666669,1.0,2.8000000000000003,7.037037
152.80413893158422,46.54958209770144,128.49889358672434,-0.14102564102564102,55.0,3.0,3.0158729999999982
152.27611210723077,51.61951989957046,132.54466765562202,-0.11538461538461542,98.0,3.2,6.0317459999999965
153.7162774263758,59.60576770055023,138.55329059675552,-0.08974358974358976,2.0,3.4000000000000004,5.882814000000003
155.16176177087237,71.17451015332794,143.59793909540713,-0.0641025641025641,0.0,3.6,1.042523999999999
154.4857228018676,84.91982754632168,148.20721915707773,-0.03846153846153849,2.0,3.8000000000000003,9.122084999999997
156.17441683563885,267.9929862170408,155.0292309637247,-0.01282051282051283,102.0,4.0,1.8988829999999974
156.37861540853407,361.7664419686144,161.2517236124106,0.012820512820512775,117.0,4.2,3.9839310000000157
153.03891479266477,331.3605888918199,162.02033078691946,0.038461538461538436,7.0,4.4,7.930628999999994
154.15365484744777,428.2007986158784,168.00376051310187,0.0641025641025641,0.0,4.6000000000000005,5.026455000000004
154.53641768055104,519.004384945816,174.41284342002896,0.08974358974358976,0.0,4.800000000000001,4.207328999999991
155.3867225342052,617.7427478074128,181.181301034529,0.11538461538461542,125.0,5.0,3.8349990000000114
153.96418573164635,634.8127786433394,183.05335608108174,0.14102564102564097,97.0,5.2,1.1169899999999802
155.52410017962995,723.1848575104731,191.96408458275567,0.16666666666666663,1.0,5.4,12.845385000000011
154.67852510978864,704.0685604086498,195.73440555350533,0.1923076923076923,0.0,5.6000000000000005,1.0052909999999926
155.66189572364252,698.4618096601102,200.39290515583428,0.21794871794871795,1.0,5.800000000000001,1.042524000000009
153.80290920815082,701.7829149636933,204.44872720920338,0.2435897435897436,129.0,6.0,6.962570999999998
155.96390047115983,729.4663833873777,213.94840786193632,0.26923076923076916,92.0,6.2,5.026455000000004
154.60283687213538,724.2650508378235,216.89850648466964,0.2948717948717948,1.0,6.4,6.0317459999999965
155.09797500773612,714.7960908784481,222.5014164588254,0.3205128205128205,0.0,6.6000000000000005,1.079757000000005
155.29988611442707,724.1347907007162,228.29882064739078,0.34615384615384615,2.0,6.800000000000001,7.893395999999998
154.74221339369646,694.8396502981597,228.45697959878538,0.3717948717948718,108.0,7.0,4.951988999999992
155.60992256611618,750.01146323413,238.49032767693396,0.39743589743589736,46.0,7.2,5.175387000000009
154.48741942735714,768.9199119824032,240.21306753623708,0.423076923076923,1.0,7.4,3.9839309999999952
156.25214861462584,800.6280546154042,251.87923650333718,0.4487179487179487,0.0,7.6000000000000005,2.90417399999999
155.58159873928233,799.1025026372072,255.51324702850152,0.47435897435897434,7.0,7.800000000000001,5.957280000000005
154.51692369852876,781.4750502199789,255.2782852686679,0.5,76.0,8.0,5.175387000000009
,,,,46.0,8.200000000000001,4.840290000000004
,,,,0.0,8.4,6.925337999999981
,,,,0.0,8.6,4.095630000000003
,,,,1.0,8.8,3.9839310000000157
,,,,30.0,9.0,4.058397000000007
,,,,21.0,9.200000000000001,5.920046999999967
,,,,0.0,9.4,4.170096000000036
,,,,0.0,9.600000000000001,5.80834799999998
,,,,2.0,9.8,4.021164000000011
,,,,31.0,10.0,1.079757000000005
,,,,3.0,10.200000000000001,12.84538499999999
,,,,0.0,10.4,1.116990000000001
,,,,0.0,10.600000000000001,4.1328629999999995
,,,,1.0,10.8,4.914755999999996
,,,,9.0,11.0,1.0052910000000133
,,,,1.0,11.200000000000001,7.9678619999999905
,,,,0.0,11.4,6.888104999999985
,,,,0.0,11.600000000000001,3.1275720000000273
,,,,0.0,11.8,5.882813999999972
,,,,2.0,12.0,5.1009210000000165
,,,,0.0,12.200000000000001,6.925337999999981
,,,,0.0,12.4,1.116990000000001
,,,,0.0,12.600000000000001,5.994513000000001
,,,,0.0,12.8,2.904174000000011
,,,,3.0,13.0,7.185968999999994
,,,,0.0,13.200000000000001,4.914755999999996
,,,,0.0,13.4,5.994513000000001
,,,,0.0,13.600000000000001,1.9361159999999933
,,,,0.0,13.8,4.021164000000011
,,,,0.0,14.0,6.999804000000014
,,,,0.0,14.200000000000001,3.0158729999999982
,,,,0.0,14.4,5.0636879999999795
,,,,0.0,14.600000000000001,4.989222000000029
,,,,0.0,14.8,4.914755999999996
,,,,0.0,15.0,5.100920999999976
,,,,0.0,15.200000000000001,5.882814000000013
,,,,0.0,15.4,4.021164000000011
,,,,0.0,15.600000000000001,5.026455000000025
,,,,0.0,15.8,1.005290999999972
,,,,0.0,16.0,9.978443999999975
,,,,0.0,16.2,3.0903389999999904
,,,,0.0,16.400000000000002,4.840290000000046
,,,,0.0,16.6,5.1009210000000165
,,,,0.0,16.8,4.914755999999954
,,,,0.0,17.0,5.026455000000025
,,,,0.0,17.2,1.936115999999952
,,,,0.0,17.400000000000002,8.005095000000027
,,,,0.0,17.6,5.026455000000025
,,,,0.0,17.8,1.0425239999999678
,,,,0.0,18.0,6.0317459999999965
,,,,0.0,18.2,1.0797570000000465
,,,,0.0,18.400000000000002,9.792278999999995
,,,,0.0,18.6,4.170095999999954
,,,,0.0,18.8,4.914756000000037
,,,,0.0,19.0,1.0797569999999637
,,,,0.0,19.200000000000003,9.978443999999975
,,,,0.0,19.400000000000002,3.0158730000000813
,,,,0.0,19.6,6.888104999999985
,,,,0.0,19.8,1.1169899999999595
,,,,0.0,20.0,2.904174000000011
,,,,,,8.973153000000003
,,,,,,5.1381540000000125
,,,,,,2.8297080000000188
,,,,,,6.106211999999989
,,,,,,1.005290999999972
,,,,,,8.005095000000027
,,,,,,3.0158729999999982
,,,,,,6.999803999999973
,,,,,,3.9839309999999744
,,,,,,4.989222000000029
,,,,,,3.0158729999999982
,,,,,,7.89339600000004
,,,,,,1.1542229999999556
,,,,,,7.930629000000035
,,,,,,0.968057999999976
,,,,,,9.978443999999975
,,,,,,2.9786400000000026
,,,,,,1.0797570000000465
,,,,,,9.978443999999975
,,,,,,4.0583969999999665
,,,,,,1.0425240000000504
,,,,,,7.930628999999953
,,,,,,4.989222000000029
,,,,,,2.0105820000000265
,,,,,,8.04232799999994
,,,,,,2.9414070000000065
,,,,,,6.925338000000064
,,,,,,2.0850479999999356
,,,,,,6.0317459999999965
,,,,,,0.9680580000000587
,,,,,,8.04232799999994
,,,,,,6.888105000000068
,,,,,,2.233980000000002
,,,,,,4.803056999999967
,,,,,,1.0797569999999637
,,,,,,9.866745000000071
,,,,,,1.0425239999999678
,,,,,,8.005095000000027
,,,,,,1.0425239999999678
,,,,,,6.9625709999999765
,,,,,,6.0317459999999965
,,,,,,2.9786400000000026
,,,,,,5.920047000000009
,,,,,,7.037037000000051
,,,,,,4.02116399999997
,,,,,,4.02116399999997
,,,,,,1.0425240000000504
,,,,,,9.010385999999999
,,,,,,0.968057999999976
,,,,,,7.074269999999965
,,,,,,6.850872000000072
,,,,,,3.0903389999999904
,,,,,,2.0850479999999356
,,,,,,8.82422100000002
,,,,,,3.164804999999982
,,,,,,3.9094650000000652
,,,,,,5.063687999999938
,,,,,,6.0317459999999965
,,,,,,4.877523000000041
,,,,,,5.957280000000005
,,,,,,1.0425240000000504
,,,,,,8.191259999999923
,,,,,,3.7605329999999992
,,,,,,7.074270000000047
,,,,,,2.9786400000000026
,,,,,,5.957280000000005
,,,,,,4.095629999999879
,,,,,,3.8722320000000696
,,,,,,6.068979000000075
,,,,,,1.005290999999972
,,,,,,9.94121099999998
,,,,,,2.1222810000000143
,,,,,,3.0158729999999156
,,,,,,5.957280000000005
,,,,,,8.861454000000016
,,,,,,3.0531059999999943
,,,,,,1.1169900000000423
,,,,,,7.930629000000035
,,,,,,1.0797569999999637
,,,,,,8.935920000000008
,,,,,,4.021164000000053
,,,,,,5.957280000000005
,,,,,,2.1222810000000143
,,,,,,6.925337999999899
,,,,,,2.8669410000000974
,,,,,,5.063687999999938
,,,,,,7.037036999999969
,,,,,,2.9786400000000026
,,,,,,6.143445000000067
,,,,,,2.904174000000011
,,,,,,4.914755999999954
,,,,,,5.994512999999918
,,,,,,3.090339000000073
,,,,,,5.920046999999927
,,,,,,5.994513000000084
,,,,,,4.095630000000045
,,,,,,3.9839309999999744
,,,,,,6.0317459999999965
,,,,,,5.063687999999938
,,,,,,2.904174000000011
,,,,,,6.180677999999981
,,,,,,2.7924750000001057
,,,,,,5.02645499999986
,,,,,,2.010582000000109
,,,,,,9.047618999999912
,,,,,,1.8988830000000387
,,,,,,6.106211999999989
,,,,,,5.957280000000005
,,,,,,1.0797569999999637
,,,,,,10.797570000000134
,,,,,,1.005290999999972
,,,,,,5.13815399999993
,,,,,,7.930629000000035
,,,,,,1.0425240000000504
,,,,,,6.06897899999991
,,,,,,4.914755999999954
,,,,,,4.91475600000012
,,,,,,4.0583969999999665
,,,,,,4.021164000000053
,,,,,,6.143444999999902
,,,,,,2.8669410000000974
,,,,,,8.89868699999993
,,,,,,4.0583969999999665
,,,,,,1.0425240000000504
,,,,,,8.005095000000027
,,,,,,2.9786400000000026
,,,,,,5.994512999999918
,,,,,,1.0425240000000504
,,,,,,8.07956100000002
,,,,,,3.9839309999999744
,,,,,,5.920046999999927
,,,,,,1.0052910000001372
,,,,,,9.047618999999912
,,,,,,3.8722320000000696
,,,,,,4.095629999999879
,,,,,,1.0052910000001372
,,,,,,9.978443999999893
,,,,,,1.936115999999952
,,,,,,6.925338000000064
,,,,,,3.127571999999986
,,,,,,5.957280000000005
,,,,,,7.037036999999969
,,,,,,2.1222810000000143
,,,,,,5.8455810000001
,,,,,,3.9839309999999744
,,,,,,1.0797569999999637
,,,,,,8.005095000000027
,,,,,,4.0583969999999665
,,,,,,6.9625709999999765
,,,,,,2.941407000000089
,,,,,,7.037036999999969
,,,,,,2.904174000000011
,,,,,,7.074270000000047
,,,,,,2.941406999999924
,,,,,,3.9839309999999744
,,,,,,5.138154000000095
,,,,,,5.994512999999918
,,,,,,3.8722320000000696
,,,,,,4.0583969999999665
,,,,,,1.0797569999999637
,,,,,,8.935920000000008
,,,,,,1.005290999999972
,,,,,,9.010385999999999
,,,,,,0.9308249999999801
,,,,,,7.967862000000114
,,,,,,4.0583969999999665
,,,,,,4.021163999999888
,,,,,,6.999804000000055
,,,,,,3.9839309999999744
,,,,,,6.0317459999999965
,,,,,,4.91475600000012
,,,,,,3.0903389999999074
,,,,,,5.920047000000092
,,,,,,5.02645499999986
,,,,,,1.0425240000000504
,,,,,,9.08485199999999
,,,,,,3.834998999999991
,,,,,,5.138154000000095
,,,,,,2.941406999999924
,,,,,,4.951989000000033
,,,,,,8.935920000000008
,,,,,,1.1169900000000423
,,,,,,1.005290999999972
,,,,,,9.94121099999998
,,,,,,3.9466980000000613
,,,,,,4.20732899999995
,,,,,,4.80305700000005
,,,,,,3.1648049999998995
,,,,,,7.856163000000044
,,,,,,4.021164000000053
,,,,,,2.010581999999944
,,,,,,8.04232799999994
,,,,,,5.957280000000005
,,,,,,2.085048000000101
,,,,,,6.99980399999989
,,,,,,3.8722320000000696
,,,,,,4.021164000000053
,,,,,,5.957280000000005
,,,,,,4.9892219999999465
,,,,,,1.191456000000034
,,,,,,7.967861999999949
,,,,,,5.845580999999934
,,,,,,1.191456000000034
,,,,,,6.925338000000064
,,,,,,4.095630000000045
,,,,,,3.872231999999904
,,,,,,4.0583969999999665
,,,,,,4.095630000000045
,,,,,,7.818929999999965
,,,,,,2.0478150000000226
,,,,,,9.010385999999999
,,,,,,0.9680580000000587
,,,,,,1.005290999999972
,,,,,,11.058201000000022
,,,,,,1.0425239999998852
,,,,,,6.9625709999999765
,,,,,,5.920047000000092
,,,,,,5.02645499999986
,,,,,,1.0052910000003026
,,,,,,9.94121099999998
,,,,,,2.047814999999857
,,,,,,4.91475600000012
,,,,,,3.053105999999829
,,,,,,8.042328000000106
,,,,,,4.9892219999999465
,,,,,,3.0158729999999156
,,,,,,6.068979000000075
,,,,,,4.021163999999888
,,,,,,2.941407000000089
,,,,,,5.994512999999918
,,,,,,4.91475600000012
,,,,,,2.010581999999944
,,,,,,7.967861999999949
,,,,,,4.132862999999958
,,,,,,3.909465000000148
,,,,,,4.951989000000033
,,,,,,1.079757000000129
,,,,,,8.97315299999992
,,,,,,4.914755999999789
,,,,,,5.1009210000000165
,,,,,,1.0425240000002158
,,,,,,7.967861999999949
,,,,,,2.085048000000101
,,,,,,6.925337999999733
,,,,,,0.9680580000000587
,,,,,,10.05291000000005
,,,,,,5.02645499999986
,,,,,,4.91475600000012
,,,,,,1.005290999999972
,,,,,,6.999804000000221
,,,,,,4.058396999999801
,,,,,,4.951989000000033
,,,,,,4.095630000000045
,,,,,,6.850871999999907
,,,,,,5.957280000000005
,,,,,,2.1595139999999273
,,,,,,4.951989000000033
,,,,,,1.005290999999972
,,,,,,8.005095000000193
,,,,,,6.925338000000064
,,,,,,3.127571999999986
,,,,,,6.031745999999831
,,,,,,2.941407000000089
,,,,,,4.058396999999801
,,,,,,1.9733490000000307
,,,,,,7.930629000000035
,,,,,,5.1009210000000165
,,,,,,3.872231999999904
,,,,,,5.1009210000000165
,,,,,,6.8881050000001505
,,,,,,3.909465000000148
,,,,,,4.132862999999958
,,,,,,6.925337999999733
,,,,,,3.127572000000317
,,,,,,5.882813999999848
,,,,,,2.1222810000000143
,,,,,,4.91475600000012
,,,,,,7.930628999999705
